	genbank_id	description	taxonomy_name
2106	KT745782.1	HIV-1 isolate RenG14754 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2107	KT745783.1	HIV-1 isolate RenG14755 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2108	KT745784.1	HIV-1 isolate RenG14756 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2109	KT745785.1	HIV-1 isolate RenG14757 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2110	KT745786.1	HIV-1 isolate RenG14758 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2111	KT745787.1	HIV-1 isolate RenG14759 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2112	KT745788.1	HIV-1 isolate RenG14760 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2113	KT745789.1	HIV-1 isolate RenG14761 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2114	KT745790.1	HIV-1 isolate RenG14762 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2115	KT745791.1	HIV-1 isolate RenG14763 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2116	KT745792.1	HIV-1 isolate RenG14764 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2117	KT745794.1	HIV-1 isolate RenG14766 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2118	KT745795.1	HIV-1 isolate RenG14767 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2119	KT745796.1	HIV-1 isolate RenG14768 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2120	KT745797.1	HIV-1 isolate RenG14769 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2121	KT745798.1	HIV-1 isolate RenG14770 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2122	KT745799.1	HIV-1 isolate RenG14771 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2123	KT745800.1	HIV-1 isolate RenG14772 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2124	KT745801.1	HIV-1 isolate RenG14773 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2125	KT745802.1	HIV-1 isolate RenG14774 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2126	KT745803.1	HIV-1 isolate RenG14775 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2127	KT745804.1	HIV-1 isolate RenG14776 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2128	KT745805.1	HIV-1 isolate RenG14777 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2129	KT745806.1	HIV-1 isolate RenG14778 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2130	KT745807.1	HIV-1 isolate RenG14779 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2131	KT745808.1	HIV-1 isolate RenG14780 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2132	KT745809.1	HIV-1 isolate RenG14781 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2133	KT745810.1	HIV-1 isolate RenG14782 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2134	KT745811.1	HIV-1 isolate RenG14783 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2135	KT745812.1	HIV-1 isolate RenG14784 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2136	KT745813.1	HIV-1 isolate RenG14785 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2137	KT745814.1	HIV-1 isolate RenG14786 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2138	KT745815.2	HIV-1 isolate RenG14787 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2139	KT745816.1	HIV-1 isolate RenG14788 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2140	KT745817.1	HIV-1 isolate RenG14789 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2141	KT745818.1	HIV-1 isolate RenG14790 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2142	KT745819.1	HIV-1 isolate RenG14791 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2143	KT745820.1	HIV-1 isolate RenG14792 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2144	KT745821.1	HIV-1 isolate RenG14793 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2145	KT745822.1	HIV-1 isolate RenG14794 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2146	KT745823.1	HIV-1 isolate RenG14795 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2147	KT745824.1	HIV-1 isolate RenG14796 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2148	KT745825.1	HIV-1 isolate RenG14797 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2149	KT745826.1	HIV-1 isolate RenG14798 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2150	KT745827.1	HIV-1 isolate RenG14799 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2151	KT745828.1	HIV-1 isolate RenG14800 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2152	KT745829.1	HIV-1 isolate RenG14801 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2153	KT745830.1	HIV-1 isolate RenG14802 from Brazil nonfunctional pol protein (pol) gene, partial sequence.	Human immunodeficiency virus 1
2154	KT745831.1	HIV-1 isolate RenG14803 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2155	KT745832.1	HIV-1 isolate RenG14804 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2156	KT745833.1	HIV-1 isolate RenG14805 from Brazil nonfunctional pol protein (pol) gene, partial sequence.	Human immunodeficiency virus 1
2157	KT745834.1	HIV-1 isolate RenG14806 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2158	KT745835.1	HIV-1 isolate RenG14807 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2159	KT745836.1	HIV-1 isolate RenG14808 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2160	KT745837.1	HIV-1 isolate RenG14809 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2161	KT745838.1	HIV-1 isolate RenG14810 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2162	KT745839.1	HIV-1 isolate RenG14811 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2163	KT745840.1	HIV-1 isolate RenG14812 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2164	KT745841.1	HIV-1 isolate RenG14813 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2165	KT745843.1	HIV-1 isolate RenG14815 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2166	KT745844.1	HIV-1 isolate RenG14816 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2167	KT745845.1	HIV-1 isolate RenG14817 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2168	KT745846.1	HIV-1 isolate RenG14818 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2169	KT745847.1	HIV-1 isolate RenG14819 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2170	KT745848.1	HIV-1 isolate RenG14820 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2171	KT745849.1	HIV-1 isolate RenG14821 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2172	KT745850.1	HIV-1 isolate RenG14822 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2173	KT745851.1	HIV-1 isolate RenG14823 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2174	KT745852.1	HIV-1 isolate RenG14824 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2175	KT745853.1	HIV-1 isolate RenG14825 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2176	KT745854.1	HIV-1 isolate RenG14826 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2177	KT745855.1	HIV-1 isolate RenG14827 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2178	KT872926.1	Hepacivirus C isolate B8767 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2179	KT872927.1	Hepacivirus C isolate B8768 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2180	KT872928.1	Hepacivirus C isolate B8769 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2181	KT872929.1	Hepacivirus C isolate B8770 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2182	KT872930.1	Hepacivirus C isolate B8771 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2183	KT872931.1	Hepacivirus C isolate B8772 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2184	KT872932.1	Hepacivirus C isolate B8773 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2185	KT872933.1	Hepacivirus C isolate B8774 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2186	KT872934.1	Hepacivirus C isolate B8775 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2187	KT872935.1	Hepacivirus C isolate B8776 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2188	KT872936.1	Hepacivirus C isolate B8777 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2189	KT872937.1	Hepacivirus C isolate B8778 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2190	KT872938.1	Hepacivirus C isolate B8779 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2191	KT872940.1	Hepacivirus C isolate B8781 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2192	KT872941.1	Hepacivirus C isolate B8782 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2193	KT872942.1	Hepacivirus C isolate B8783 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2194	KT872943.1	Hepacivirus C isolate B8784 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2195	KT872944.1	Hepacivirus C isolate B8785 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2196	KT872945.1	Hepacivirus C isolate B8786 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2197	KT872946.1	Hepacivirus C isolate B8787 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2198	KT872947.1	Hepacivirus C isolate B8788 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2199	KT872948.1	Hepacivirus C isolate B8789 nonstructural protein NS5B polymerase gene, partial cds.	Hepacivirus C
2200	KC350265.1	HIV-1 clone TG-1-248 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2201	KC350266.1	HIV-1 clone TG-1-222 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2202	KC350267.1	HIV-1 clone TG-1-224 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2203	KC350268.1	HIV-1 clone TG-1-169 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2204	KC350269.1	HIV-1 clone TG-3-501 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2205	KC350270.1	HIV-1 clone TG-3-343 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2206	KC350271.1	HIV-1 clone TG-2-558 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2207	KC350272.1	HIV-1 clone TG-3-550 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2208	KC350273.1	HIV-1 clone TG-2-055 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2209	KC350274.1	HIV-1 clone TG-1-484 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2210	KC350275.1	HIV-1 clone TG-1-464 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2211	KC350276.1	HIV-1 clone SN-4-471 from Senegal polymerase gene, partial cds.	Human immunodeficiency virus 1
2212	KC350277.1	HIV-1 clone TG-4-631 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2213	KC350278.1	HIV-1 clone TG-4-641 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2214	KC350279.1	HIV-1 clone TG-1-486 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2215	KC350280.1	HIV-1 clone TG-3-226 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2216	KC350281.1	HIV-1 clone TG-4-637 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2217	KC350282.1	HIV-1 clone TG-1-500 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2218	KC350283.1	HIV-1 clone TG-3-586 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2219	KC350284.1	HIV-1 clone TG-4-647 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2220	KC350285.1	HIV-1 clone TG-1-487 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2221	KC350286.1	HIV-1 clone TG-1-493 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2222	KC350287.1	HIV-1 clone TG-4-633 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2223	KC350288.1	HIV-1 clone TG-1-183 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2224	KC350289.1	HIV-1 clone TG-3-595 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2225	KC350290.1	HIV-1 clone TG-3-154 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2226	KC350291.1	HIV-1 clone TG-3-587 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2227	KC350292.1	HIV-1 clone TG-3-221 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2228	KC350293.1	HIV-1 clone TG-3-593 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2229	KC350294.1	HIV-1 clone TG-1-035 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2230	KC350295.1	HIV-1 clone TG-4-642 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2231	KC350296.1	HIV-1 clone SN-1-018 from Senegal polymerase gene, partial cds.	Human immunodeficiency virus 1
2232	KC350297.1	HIV-1 clone TG-4-638 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2233	KC350298.1	HIV-1 clone TG-3-602 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2234	KC350299.1	HIV-1 clone TG-5-393 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2235	KC350300.1	HIV-1 clone TG-5-406 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2236	KC350301.1	HIV-1 clone TG-5-470 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2237	KC350302.1	HIV-1 clone TG-5-478 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2238	KC350303.1	HIV-1 clone TG-5-542 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2239	KC350304.1	HIV-1 clone TG-5-658 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2240	KC350305.1	HIV-1 clone TG-5-668 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2241	KC350306.1	HIV-1 clone TG-5-189 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2242	KC350307.1	HIV-1 clone TG-5-352 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2243	KC350308.1	HIV-1 clone TG-3-128 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2244	KC350310.1	HIV-1 clone TG-3-137 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2245	KC350311.1	HIV-1 clone TG-3-129 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2246	KC350313.1	HIV-1 clone TG-3-120 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2247	KC350314.1	HIV-1 clone TG-3-138 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2248	KC350315.1	HIV-1 clone TG-3-659 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2249	KC350316.1	HIV-1 clone TG-5-347 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2250	KC350317.1	HIV-1 clone TG-3-666 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2251	KC350318.1	HIV-1 clone TG-3-628 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2252	KC350319.1	HIV-1 clone TG-3-626 from Togo polymerase gene, partial cds.	Human immunodeficiency virus 1
2253	KC350320.1	HIV-1 clone CM-1-033 from Cameroon polymerase gene, partial cds.	Human immunodeficiency virus 1
